"","V1"
"_JohnFKennedy_1_11",9
"_JohnFKennedy_1_12",9
"_JohnFKennedy_1_13",9
"_JohnFKennedy_1_14",6
"_JohnFKennedy_1_15",9
"_JohnFKennedy_1_16",1
"_JohnFKennedy_1_17",5
"_JohnFKennedy_1_18",1
"_JohnFKennedy_1_19",1
"_JohnFKennedy_1_20",1
"_JohnFKennedy_1_21",1
"_JohnFKennedy_1_22",1
"_JohnFKennedy_1_23",1
"_JohnFKennedy_1_24",9
"_JohnFKennedy_1_25",9
"_JohnFKennedy_1_26",9
"_JohnFKennedy_1_27",15
"_JohnFKennedy_1_28",15
"_JohnFKennedy_1_29",9
"_JohnFKennedy_1_30",9
"_JohnFKennedy_1_31",1
"_JohnFKennedy_1_32",9
"_JohnFKennedy_1_33",9
"_JohnFKennedy_1_34",9
"_JohnFKennedy_1_35",9
"_JohnFKennedy_1_36",9
"_JohnFKennedy_1_38",9
"_JohnFKennedy_1_39",9
"_JohnFKennedy_1_40",9
"_JohnFKennedy_1_41",8
"_JohnFKennedy_1_42",3
"_JohnFKennedy_1_43",9
"_JohnFKennedy_1_44",4
"_JohnFKennedy_1_45",8
"_JohnFKennedy_1_46",8
"_JohnFKennedy_1_47",8
"_JohnFKennedy_1_48",8
"_JohnFKennedy_1_49",9
"_JohnFKennedy_1_50",9
"_JohnFKennedy_1_51",1
"_JohnFKennedy_1_52",8
"_JohnFKennedy_1_53",9
"_JohnFKennedy_1_54",9
"_JohnFKennedy_1_55",9
"_LyndonBJohnson_1_2",8
"_LyndonBJohnson_1_3",15
"_LyndonBJohnson_1_4",8
"_LyndonBJohnson_1_5",8
"_LyndonBJohnson_1_6",9
"_LyndonBJohnson_1_7",9
"_LyndonBJohnson_1_8",4
"_LyndonBJohnson_1_9",4
"_LyndonBJohnson_1_10",4
"_LyndonBJohnson_1_11",6
"_LyndonBJohnson_1_12",6
"_LyndonBJohnson_1_13",6
"_LyndonBJohnson_1_14",1
"_LyndonBJohnson_1_15",1
"_LyndonBJohnson_1_16",1
"_LyndonBJohnson_1_17",8
"_LyndonBJohnson_1_18",4
"_LyndonBJohnson_1_19",4
"_LyndonBJohnson_1_20",4
"_LyndonBJohnson_1_21",4
"_LyndonBJohnson_1_22",4
"_LyndonBJohnson_1_23",3
"_LyndonBJohnson_1_24",3
"_LyndonBJohnson_1_25",3
"_LyndonBJohnson_1_26",9
"_LyndonBJohnson_1_27",1
"_LyndonBJohnson_1_28",8
"_LyndonBJohnson_1_29",8
"_LyndonBJohnson_1_30",6
"_LyndonBJohnson_1_31",7
"_LyndonBJohnson_1_32",4
"_LyndonBJohnson_1_33",9
"_LyndonBJohnson_1_34",1
"_LyndonBJohnson_1_35",4
"_LyndonBJohnson_1_36",4
"_LyndonBJohnson_1_37",6
"_LyndonBJohnson_1_38",9
"_LyndonBJohnson_1_39",9
"_LyndonBJohnson_1_40",9
"_LyndonBJohnson_1_41",9
"_LyndonBJohnson_1_42",9
"_LyndonBJohnson_1_43",9
"_LyndonBJohnson_1_44",4
"_LyndonBJohnson_1_45",8
"_LyndonBJohnson_1_46",15
"_LyndonBJohnson_1_47",15
"_LyndonBJohnson_1_48",15
"_LyndonBJohnson_1_49",1
"_LyndonBJohnson_1_50",9
"_LyndonBJohnson_1_51",1
"_LyndonBJohnson_1_52",1
"_LyndonBJohnson_1_53",1
"_LyndonBJohnson_1_54",4
"_LyndonBJohnson_1_55",4
"_LyndonBJohnson_1_56",4
"_LyndonBJohnson_1_57",7
"_LyndonBJohnson_1_58",7
"_LyndonBJohnson_1_59",4
"_LyndonBJohnson_1_60",4
"_LyndonBJohnson_1_61",4
"_LyndonBJohnson_1_62",4
"_LyndonBJohnson_1_63",9
"_LyndonBJohnson_1_64",9
"_LyndonBJohnson_1_65",8
"_LyndonBJohnson_1_66",9
"_LyndonBJohnson_1_67",6
"_LyndonBJohnson_1_68",2
"_LyndonBJohnson_1_69",6
"_LyndonBJohnson_1_70",6
"_LyndonBJohnson_1_71",4
"_LyndonBJohnson_1_72",4
"_LyndonBJohnson_1_73",4
"_LyndonBJohnson_1_74",6
"_LyndonBJohnson_1_75",9
"_LyndonBJohnson_1_76",3
"_LyndonBJohnson_1_77",3
"_LyndonBJohnson_1_78",3
"_LyndonBJohnson_1_79",3
"_LyndonBJohnson_1_80",1
"_LyndonBJohnson_1_81",3
"_LyndonBJohnson_1_82",3
"_LyndonBJohnson_1_83",4
"_LyndonBJohnson_1_84",1
"_LyndonBJohnson_1_85",4
"_LyndonBJohnson_1_86",3
"_LyndonBJohnson_1_87",1
"_LyndonBJohnson_1_88",1
"_LyndonBJohnson_1_89",4
"_LyndonBJohnson_1_90",8
"_LyndonBJohnson_1_91",9
"_LyndonBJohnson_1_92",9
"_LyndonBJohnson_1_93",3
"_LyndonBJohnson_1_94",3
"_LyndonBJohnson_1_95",3
"_LyndonBJohnson_1_96",9
"_RichardNixon_1_2",8
"_RichardNixon_1_3",8
"_RichardNixon_1_4",8
"_RichardNixon_1_5",8
"_RichardNixon_1_6",8
"_RichardNixon_1_7",8
"_RichardNixon_1_8",8
"_RichardNixon_1_9",8
"_RichardNixon_1_10",9
"_RichardNixon_1_11",8
"_RichardNixon_1_12",8
"_RichardNixon_1_13",8
"_RichardNixon_1_14",9
"_RichardNixon_1_15",8
"_RichardNixon_1_16",8
"_RichardNixon_1_17",9
"_RichardNixon_1_18",8
"_RichardNixon_1_19",8
"_RichardNixon_1_20",4
"_RichardNixon_1_21",4
"_RichardNixon_1_22",11
"_RichardNixon_1_23",1
"_RichardNixon_1_24",3
"_RichardNixon_1_25",1
"_RichardNixon_1_26",3
"_RichardNixon_1_27",1
"_RichardNixon_1_28",1
"_RichardNixon_1_29",4
"_RichardNixon_1_30",4
"_RichardNixon_1_31",9
"_RichardNixon_1_32",8
"_RichardNixon_1_33",8
"_RichardNixon_1_34",8
"_RichardNixon_1_35",1
"_RichardNixon_1_36",1
"_RichardNixon_1_37",1
"_RichardNixon_1_38",9
"_RichardNixon_1_39",4
"_RichardNixon_1_40",4
"_RichardNixon_1_41",4
"_RichardNixon_1_42",4
"_RichardNixon_1_43",4
"_RichardNixon_1_44",4
"_RichardNixon_1_45",3
"_RichardNixon_1_46",8
"_RichardNixon_1_47",15
"_RichardNixon_1_48",15
"_RichardNixon_1_49",15
"_RichardNixon_1_50",15
"_RichardNixon_1_51",15
"_RichardNixon_1_52",4
"_RichardNixon_1_53",4
"_RichardNixon_1_54",4
"_RichardNixon_1_55",4
"_RichardNixon_1_56",9
"_RichardNixon_1_57",9
"_RichardNixon_1_58",9
"_RichardNixon_1_59",4
"_RichardNixon_1_60",4
"_RichardNixon_1_61",4
"_RichardNixon_1_62",9
"_RichardNixon_1_63",4
"_RichardNixon_1_64",4
"_RichardNixon_1_65",3
"_RichardNixon_1_66",3
"_RichardNixon_1_67",3
"_RichardNixon_1_68",15
"_RichardNixon_1_69",4
"_RichardNixon_1_70",4
"_RichardNixon_1_71",4
"_RichardNixon_1_72",1
"_RichardNixon_1_73",1
"_RichardNixon_1_74",1
"_RichardNixon_1_75",1
"_RichardNixon_1_76",15
"_RichardNixon_1_77",9
"_RichardNixon_1_78",9
"_RichardNixon_1_79",9
"_RichardNixon_1_80",9
"_RichardNixon_1_81",9
"_RichardNixon_1_82",1
"_RichardNixon_1_83",1
"_RichardNixon_1_84",9
"_RichardNixon_1_85",9
"_RichardNixon_1_86",3
"_RichardNixon_1_87",14
"_RichardNixon_1_88",14
"_RichardNixon_1_89",9
"_RichardNixon_1_90",9
"_RichardNixon_1_91",9
"_RichardNixon_1_92",9
"_RichardNixon_1_93",9
"_RichardNixon_1_94",9
"_RichardNixon_1_95",9
"_RichardNixon_1_96",9
"_RichardNixon_1_97",9
"_RichardNixon_1_98",9
"_RichardNixon_1_99",1
"_RichardNixon_1_100",1
"_RichardNixon_1_101",1
"_RichardNixon_1_102",1
"_RichardNixon_1_103",1
"_RichardNixon_1_104",1
"_RichardNixon_1_105",5
"_RichardNixon_1_106",8
"_RichardNixon_1_107",14
"_RichardNixon_1_108",9
"_RichardNixon_1_109",3
"_RichardNixon_1_110",1
"_RichardNixon_1_111",1
"_RichardNixon_1_112",1
"_RichardNixon_1_113",1
"_RichardNixon_1_114",1
"_RichardNixon_1_115",1
"_RichardNixon_1_116",1
"_RichardNixon_1_117",1
"_RichardNixon_1_118",1
"_RichardNixon_1_119",9
"_RichardNixon_2_2",7
"_RichardNixon_2_3",8
"_RichardNixon_2_4",7
"_RichardNixon_2_5",8
"_RichardNixon_2_6",8
"_RichardNixon_2_7",9
"_RichardNixon_2_8",9
"_RichardNixon_2_9",9
"_RichardNixon_2_10",9
"_RichardNixon_2_11",9
"_RichardNixon_2_12",9
"_RichardNixon_2_13",9
"_RichardNixon_2_14",9
"_RichardNixon_2_15",14
"_RichardNixon_2_16",14
"_RichardNixon_2_17",9
"_RichardNixon_2_18",9
"_RichardNixon_2_19",9
"_RichardNixon_2_20",5
"_RichardNixon_2_21",5
"_RichardNixon_2_22",5
"_RichardNixon_2_23",5
"_RichardNixon_2_24",14
"_RichardNixon_2_25",14
"_RichardNixon_2_26",9
"_RichardNixon_2_27",9
"_RichardNixon_2_28",9
"_RichardNixon_2_29",9
"_RichardNixon_2_30",9
"_RichardNixon_2_31",4
"_RichardNixon_2_32",4
"_RichardNixon_2_33",4
"_RichardNixon_2_34",9
"_RichardNixon_2_35",9
"_RichardNixon_2_36",9
"_RichardNixon_2_37",9
"_RichardNixon_2_38",4
"_RichardNixon_2_39",5
"_RichardNixon_2_40",9
"_RichardNixon_2_41",9
"_RichardNixon_2_42",9
"_RichardNixon_2_43",9
"_RichardNixon_2_44",9
"_RichardNixon_2_45",3
"_RichardNixon_2_46",9
"_RichardNixon_2_47",15
"_RichardNixon_2_48",15
"_RichardNixon_2_49",15
"_RichardNixon_2_50",1
"_RichardNixon_2_51",9
"_RichardNixon_2_52",9
"_RichardNixon_2_53",9
"_RichardNixon_2_54",9
"_RichardNixon_2_55",9
"_RichardNixon_2_56",9
"_RichardNixon_2_57",9
"_RichardNixon_2_58",9
"_RichardNixon_2_59",9
"_RichardNixon_2_60",9
"_RichardNixon_2_61",9
"_RichardNixon_2_62",9
"_RichardNixon_2_63",9
"_RichardNixon_2_64",4
"_RichardNixon_2_65",9
"_RichardNixon_2_66",5
"_RichardNixon_2_67",9
"_RichardNixon_2_68",9
"_RichardNixon_2_69",9
"_RichardNixon_2_70",9
"_RichardNixon_2_71",9
"_RichardNixon_2_72",8
"_RichardNixon_2_73",8
"_RichardNixon_2_74",8
"_RichardNixon_2_75",9
"_RichardNixon_2_76",9
"_JimmyCarter_1_2",8
"_JimmyCarter_1_3",8
"_JimmyCarter_1_4",8
"_JimmyCarter_1_5",8
"_JimmyCarter_1_6",8
"_JimmyCarter_1_7",8
"_JimmyCarter_1_8",8
"_JimmyCarter_1_9",9
"_JimmyCarter_1_10",9
"_JimmyCarter_1_11",5
"_JimmyCarter_1_12",5
"_JimmyCarter_1_13",5
"_JimmyCarter_1_14",9
"_JimmyCarter_1_15",9
"_JimmyCarter_1_16",9
"_JimmyCarter_1_17",9
"_JimmyCarter_1_18",9
"_JimmyCarter_1_19",15
"_JimmyCarter_1_20",3
"_JimmyCarter_1_21",8
"_JimmyCarter_1_22",8
"_JimmyCarter_1_23",3
"_JimmyCarter_1_24",3
"_JimmyCarter_1_25",6
"_JimmyCarter_1_26",6
"_JimmyCarter_1_27",4
"_JimmyCarter_1_28",4
"_JimmyCarter_1_29",1
"_JimmyCarter_1_30",1
"_JimmyCarter_1_31",15
"_JimmyCarter_1_32",12
"_JimmyCarter_1_33",9
"_JimmyCarter_1_34",4
"_JimmyCarter_1_35",15
"_JimmyCarter_1_36",6
"_JimmyCarter_1_37",6
"_JimmyCarter_1_38",6
"_JimmyCarter_1_39",6
"_JimmyCarter_1_40",1
"_JimmyCarter_1_41",9
"_JimmyCarter_1_42",9
"_JimmyCarter_1_43",9
"_JimmyCarter_1_44",9
"_JimmyCarter_1_45",9
"_JimmyCarter_1_46",1
"_JimmyCarter_1_47",1
"_JimmyCarter_1_48",14
"_JimmyCarter_1_49",14
"_JimmyCarter_1_50",1
"_JimmyCarter_1_51",6
"_JimmyCarter_1_52",8
"_JimmyCarter_1_53",8
"_JimmyCarter_1_54",8
"_JimmyCarter_1_55",4
"_JimmyCarter_1_56",4
"_JimmyCarter_1_57",9
"_JimmyCarter_1_58",1
"_JimmyCarter_1_59",9
"_JimmyCarter_1_60",1
"_RonaldReagan_1_2",8
"_RonaldReagan_1_3",8
"_RonaldReagan_1_4",8
"_RonaldReagan_1_5",8
"_RonaldReagan_1_6",1
"_RonaldReagan_1_7",6
"_RonaldReagan_1_8",6
"_RonaldReagan_1_9",7
"_RonaldReagan_1_10",7
"_RonaldReagan_1_11",7
"_RonaldReagan_1_12",4
"_RonaldReagan_1_13",4
"_RonaldReagan_1_14",4
"_RonaldReagan_1_15",4
"_RonaldReagan_1_16",12
"_RonaldReagan_1_17",12
"_RonaldReagan_1_18",15
"_RonaldReagan_1_19",2
"_RonaldReagan_1_20",15
"_RonaldReagan_1_21",9
"_RonaldReagan_1_22",9
"_RonaldReagan_1_23",3
"_RonaldReagan_1_24",3
"_RonaldReagan_1_25",8
"_RonaldReagan_1_26",8
"_RonaldReagan_1_27",15
"_RonaldReagan_1_28",15
"_RonaldReagan_1_29",15
"_RonaldReagan_1_30",15
"_RonaldReagan_1_31",15
"_RonaldReagan_1_32",15
"_RonaldReagan_1_33",15
"_RonaldReagan_1_34",4
"_RonaldReagan_1_35",4
"_RonaldReagan_1_36",4
"_RonaldReagan_1_37",4
"_RonaldReagan_1_38",4
"_RonaldReagan_1_39",9
"_RonaldReagan_1_40",9
"_RonaldReagan_1_41",9
"_RonaldReagan_1_42",9
"_RonaldReagan_1_43",3
"_RonaldReagan_1_44",7
"_RonaldReagan_1_45",3
"_RonaldReagan_1_46",7
"_RonaldReagan_1_47",7
"_RonaldReagan_1_48",7
"_RonaldReagan_1_49",7
"_RonaldReagan_1_50",7
"_RonaldReagan_1_51",8
"_RonaldReagan_1_52",3
"_RonaldReagan_1_53",4
"_RonaldReagan_1_54",4
"_RonaldReagan_1_55",1
"_RonaldReagan_1_56",1
"_RonaldReagan_1_57",1
"_RonaldReagan_1_58",12
"_RonaldReagan_1_59",12
"_RonaldReagan_1_60",3
"_RonaldReagan_1_61",3
"_RonaldReagan_1_62",9
"_RonaldReagan_1_63",9
"_RonaldReagan_1_64",9
"_RonaldReagan_1_65",9
"_RonaldReagan_1_66",9
"_RonaldReagan_1_67",4
"_RonaldReagan_1_68",4
"_RonaldReagan_1_69",4
"_RonaldReagan_1_70",4
"_RonaldReagan_1_71",4
"_RonaldReagan_1_72",4
"_RonaldReagan_1_73",4
"_RonaldReagan_1_74",4
"_RonaldReagan_1_75",4
"_RonaldReagan_1_76",4
"_RonaldReagan_1_77",9
"_RonaldReagan_1_78",9
"_RonaldReagan_1_79",4
"_RonaldReagan_1_80",4
"_RonaldReagan_1_81",4
"_RonaldReagan_1_82",8
"_RonaldReagan_1_83",8
"_RonaldReagan_1_84",8
"_RonaldReagan_1_85",8
"_RonaldReagan_1_86",12
"_RonaldReagan_1_87",3
"_RonaldReagan_1_88",12
"_RonaldReagan_1_89",8
"_RonaldReagan_1_90",8
"_RonaldReagan_1_92",8
"_RonaldReagan_1_93",10
"_RonaldReagan_1_94",6
"_RonaldReagan_1_95",3
"_RonaldReagan_1_96",3
"_RonaldReagan_1_97",1
"_RonaldReagan_1_98",1
"_RonaldReagan_1_99",1
"_RonaldReagan_1_100",3
"_RonaldReagan_1_101",4
"_RonaldReagan_1_102",3
"_RonaldReagan_1_103",3
"_RonaldReagan_1_104",3
"_RonaldReagan_1_105",3
"_RonaldReagan_1_106",3
"_RonaldReagan_1_107",3
"_RonaldReagan_1_108",3
"_RonaldReagan_1_109",9
"_RonaldReagan_1_110",1
"_RonaldReagan_1_111",9
"_RonaldReagan_1_112",8
"_RonaldReagan_1_113",8
"_RonaldReagan_1_114",8
"_RonaldReagan_1_115",8
"_RonaldReagan_1_116",8
"_RonaldReagan_1_117",8
"_RonaldReagan_1_118",8
"_RonaldReagan_1_119",8
"_RonaldReagan_1_120",8
"_RonaldReagan_1_121",8
"_RonaldReagan_1_122",1
"_RonaldReagan_1_123",1
"_RonaldReagan_1_124",1
"_RonaldReagan_1_125",1
"_RonaldReagan_1_126",1
"_RonaldReagan_1_127",1
"_RonaldReagan_1_128",4
"_RonaldReagan_1_129",4
"_RonaldReagan_1_130",4
"_RonaldReagan_1_131",4
"_RonaldReagan_1_132",4
"_RonaldReagan_1_133",3
"_RonaldReagan_1_134",3
"_RonaldReagan_1_135",3
"_RonaldReagan_1_136",3
"_RonaldReagan_1_137",3
"_RonaldReagan_1_138",3
"_RonaldReagan_2_2",8
"_RonaldReagan_2_3",8
"_RonaldReagan_2_4",8
"_RonaldReagan_2_5",8
"_RonaldReagan_2_6",8
"_RonaldReagan_2_7",5
"_RonaldReagan_2_8",5
"_RonaldReagan_2_9",8
"_RonaldReagan_2_10",8
"_RonaldReagan_2_11",8
"_RonaldReagan_2_12",1
"_RonaldReagan_2_13",8
"_RonaldReagan_2_14",8
"_RonaldReagan_2_15",8
"_RonaldReagan_2_16",8
"_RonaldReagan_2_17",4
"_RonaldReagan_2_18",4
"_RonaldReagan_2_19",8
"_RonaldReagan_2_20",8
"_RonaldReagan_2_21",8
"_RonaldReagan_2_22",8
"_RonaldReagan_2_23",7
"_RonaldReagan_2_24",7
"_RonaldReagan_2_25",4
"_RonaldReagan_2_26",6
"_RonaldReagan_2_27",1
"_RonaldReagan_2_28",1
"_RonaldReagan_2_29",12
"_RonaldReagan_2_30",12
"_RonaldReagan_2_31",6
"_RonaldReagan_2_32",6
"_RonaldReagan_2_33",9
"_RonaldReagan_2_34",9
"_RonaldReagan_2_35",4
"_RonaldReagan_2_36",9
"_RonaldReagan_2_37",9
"_RonaldReagan_2_38",1
"_RonaldReagan_2_39",1
"_RonaldReagan_2_40",9
"_RonaldReagan_2_41",9
"_RonaldReagan_2_42",8
"_RonaldReagan_2_43",8
"_RonaldReagan_2_44",8
"_RonaldReagan_2_45",8
"_RonaldReagan_2_46",8
"_RonaldReagan_2_47",8
"_RonaldReagan_2_48",8
"_RonaldReagan_2_49",8
"_RonaldReagan_2_50",8
"_RonaldReagan_2_51",8
"_RonaldReagan_2_52",8
"_RonaldReagan_2_53",3
"_RonaldReagan_2_54",3
"_RonaldReagan_2_55",3
"_RonaldReagan_2_56",9
"_RonaldReagan_2_57",4
"_RonaldReagan_2_58",4
"_RonaldReagan_2_59",4
"_RonaldReagan_2_60",4
"_RonaldReagan_2_61",4
"_RonaldReagan_2_62",9
"_RonaldReagan_2_63",9
"_RonaldReagan_2_64",9
"_RonaldReagan_2_65",8
"_RonaldReagan_2_66",8
"_RonaldReagan_2_67",10
"_RonaldReagan_2_68",8
"_RonaldReagan_2_69",3
"_RonaldReagan_2_70",3
"_RonaldReagan_2_71",3
"_RonaldReagan_2_72",12
"_RonaldReagan_2_73",12
"_RonaldReagan_2_74",10
"_RonaldReagan_2_75",7
"_RonaldReagan_2_76",7
"_RonaldReagan_2_77",4
"_RonaldReagan_2_78",4
"_RonaldReagan_2_79",4
"_RonaldReagan_2_80",4
"_RonaldReagan_2_81",9
"_RonaldReagan_2_82",9
"_RonaldReagan_2_83",9
"_RonaldReagan_2_84",9
"_RonaldReagan_2_85",9
"_RonaldReagan_2_86",1
"_RonaldReagan_2_87",8
"_RonaldReagan_2_88",8
"_RonaldReagan_2_89",1
"_RonaldReagan_2_90",3
"_RonaldReagan_2_91",9
"_RonaldReagan_2_92",11
"_RonaldReagan_2_93",3
"_RonaldReagan_2_94",4
"_RonaldReagan_2_95",3
"_RonaldReagan_2_96",4
"_RonaldReagan_2_97",4
"_RonaldReagan_2_98",1
"_RonaldReagan_2_99",15
"_RonaldReagan_2_100",4
"_RonaldReagan_2_101",4
"_RonaldReagan_2_102",4
"_RonaldReagan_2_103",4
"_RonaldReagan_2_104",12
"_RonaldReagan_2_105",1
"_RonaldReagan_2_106",1
"_RonaldReagan_2_107",1
"_RonaldReagan_2_108",1
"_RonaldReagan_2_109",9
"_RonaldReagan_2_110",1
"_RonaldReagan_2_111",1
"_RonaldReagan_2_112",1
"_RonaldReagan_2_113",1
"_RonaldReagan_2_114",1
"_RonaldReagan_2_115",1
"_RonaldReagan_2_116",1
"_RonaldReagan_2_117",1
"_RonaldReagan_2_118",9
"_RonaldReagan_2_119",4
"_RonaldReagan_2_120",9
"_RonaldReagan_2_121",2
"_RonaldReagan_2_122",8
"_RonaldReagan_2_123",8
"_RonaldReagan_2_124",8
"_RonaldReagan_2_125",8
"_RonaldReagan_2_126",8
"_RonaldReagan_2_127",8
"_RonaldReagan_2_128",8
"_RonaldReagan_2_129",8
"_RonaldReagan_2_130",8
"_RonaldReagan_2_131",1
"_RonaldReagan_2_132",8
"_RonaldReagan_2_133",8
"_RonaldReagan_2_134",9
"_RonaldReagan_2_135",8
"_RonaldReagan_2_136",8
"_GeorgeBush_1_2",8
"_GeorgeBush_1_3",8
"_GeorgeBush_1_4",8
"_GeorgeBush_1_5",8
"_GeorgeBush_1_6",8
"_GeorgeBush_1_7",8
"_GeorgeBush_1_8",8
"_GeorgeBush_1_9",8
"_GeorgeBush_1_10",14
"_GeorgeBush_1_11",8
"_GeorgeBush_1_12",8
"_GeorgeBush_1_13",8
"_GeorgeBush_1_14",8
"_GeorgeBush_1_15",8
"_GeorgeBush_1_16",3
"_GeorgeBush_1_17",3
"_GeorgeBush_1_18",8
"_GeorgeBush_1_19",4
"_GeorgeBush_1_20",8
"_GeorgeBush_1_21",4
"_GeorgeBush_1_22",9
"_GeorgeBush_1_23",9
"_GeorgeBush_1_24",9
"_GeorgeBush_1_25",9
"_GeorgeBush_1_26",9
"_GeorgeBush_1_27",9
"_GeorgeBush_1_28",9
"_GeorgeBush_1_29",8
"_GeorgeBush_1_30",8
"_GeorgeBush_1_31",9
"_GeorgeBush_1_32",1
"_GeorgeBush_1_33",1
"_GeorgeBush_1_34",1
"_GeorgeBush_1_35",1
"_GeorgeBush_1_36",1
"_GeorgeBush_1_37",1
"_GeorgeBush_1_38",8
"_GeorgeBush_1_39",8
"_GeorgeBush_1_40",8
"_GeorgeBush_1_41",8
"_GeorgeBush_1_42",3
"_GeorgeBush_1_43",3
"_GeorgeBush_1_44",9
"_GeorgeBush_1_45",1
"_GeorgeBush_1_46",1
"_GeorgeBush_1_47",6
"_GeorgeBush_1_48",6
"_GeorgeBush_1_49",4
"_GeorgeBush_1_50",1
"_GeorgeBush_1_51",4
"_GeorgeBush_1_52",4
"_GeorgeBush_1_53",4
"_GeorgeBush_1_54",4
"_GeorgeBush_1_55",4
"_GeorgeBush_1_56",4
"_GeorgeBush_1_57",4
"_GeorgeBush_1_58",8
"_GeorgeBush_1_59",4
"_GeorgeBush_1_60",15
"_GeorgeBush_1_61",3
"_GeorgeBush_1_62",1
"_GeorgeBush_1_63",14
"_GeorgeBush_1_64",3
"_GeorgeBush_1_65",6
"_GeorgeBush_1_66",9
"_GeorgeBush_1_67",4
"_GeorgeBush_1_68",4
"_GeorgeBush_1_69",4
"_GeorgeBush_1_70",4
"_GeorgeBush_1_71",4
"_GeorgeBush_1_72",4
"_GeorgeBush_1_73",9
"_GeorgeBush_1_74",9
"_GeorgeBush_1_75",12
"_GeorgeBush_1_76",3
"_GeorgeBush_1_77",3
"_GeorgeBush_1_78",3
"_GeorgeBush_1_79",3
"_GeorgeBush_1_80",3
"_GeorgeBush_1_81",9
"_GeorgeBush_1_82",9
"_GeorgeBush_1_83",9
"_GeorgeBush_1_84",9
"_GeorgeBush_1_85",3
"_GeorgeBush_1_86",3
"_GeorgeBush_1_87",3
"_GeorgeBush_1_88",3
"_GeorgeBush_1_89",3
"_GeorgeBush_1_90",9
"_GeorgeBush_1_91",9
"_GeorgeBush_1_92",9
"_GeorgeBush_1_93",9
"_GeorgeBush_1_94",3
"_GeorgeBush_1_95",3
"_GeorgeBush_1_96",4
"_GeorgeBush_1_97",8
"_GeorgeBush_1_98",8
"_GeorgeBush_1_99",8
"_GeorgeBush_1_100",9
"_GeorgeBush_1_101",9
"_GeorgeBush_1_102",15
"_GeorgeBush_1_103",8
"_GeorgeBush_1_104",8
"_GeorgeBush_1_105",11
"_GeorgeBush_1_106",9
"_GeorgeBush_1_107",9
"_GeorgeBush_1_108",9
"_GeorgeBush_1_109",6
"_GeorgeBush_1_110",8
"_GeorgeBush_1_111",1
"_GeorgeBush_1_112",1
"_GeorgeBush_1_113",1
"_GeorgeBush_1_114",9
"_GeorgeBush_1_115",8
"_GeorgeBush_1_116",8
"_GeorgeBush_1_117",9
"_GeorgeBush_1_118",12
"_GeorgeBush_1_119",9
"_GeorgeBush_1_120",9
"_GeorgeBush_1_121",9
"_GeorgeBush_1_122",1
"_GeorgeBush_1_123",14
"_GeorgeBush_1_124",9
"_GeorgeBush_1_125",3
"_GeorgeBush_1_126",9
"_GeorgeBush_1_127",9
"_GeorgeBush_1_128",1
"_GeorgeBush_1_129",3
"_GeorgeBush_1_130",3
"_GeorgeBush_1_131",3
"_GeorgeBush_1_132",3
"_GeorgeBush_1_133",3
"_GeorgeBush_1_134",3
"_GeorgeBush_1_135",3
"_GeorgeBush_1_136",9
"_GeorgeBush_1_137",3
"_GeorgeBush_1_138",1
"_GeorgeBush_1_139",1
"_GeorgeBush_1_140",8
"_GeorgeBush_1_141",8
"_GeorgeBush_1_142",1
"_GeorgeBush_1_143",8
"_GeorgeBush_1_144",4
"_GeorgeBush_1_145",8
"_GeorgeBush_1_146",1
"_GeorgeBush_1_147",1
"_GeorgeBush_1_148",1
"_GeorgeBush_1_149",4
"_GeorgeBush_1_150",4
"_GeorgeBush_1_151",8
"_GeorgeBush_1_152",8
"_GeorgeBush_1_153",3
"_GeorgeBush_1_154",8
"_GeorgeBush_1_155",8
"_GeorgeBush_1_156",1
"_GeorgeBush_1_157",1
"_GeorgeBush_1_158",6
"_GeorgeBush_1_159",8
"_GeorgeBush_1_160",9
"_GeorgeBush_1_161",9
"_GeorgeBush_1_162",9
"_GeorgeBush_1_163",9
"_GeorgeBush_1_164",9
"_GeorgeBush_1_165",8
"_WilliamJClinton_1_2",9
"_WilliamJClinton_1_3",9
"_WilliamJClinton_1_4",9
"_WilliamJClinton_1_5",9
"_WilliamJClinton_1_6",9
"_WilliamJClinton_1_7",9
"_WilliamJClinton_1_8",9
"_WilliamJClinton_1_9",9
"_WilliamJClinton_1_10",9
"_WilliamJClinton_1_11",8
"_WilliamJClinton_1_12",8
"_WilliamJClinton_1_13",8
"_WilliamJClinton_1_14",4
"_WilliamJClinton_1_15",4
"_WilliamJClinton_1_16",1
"_WilliamJClinton_1_17",8
"_WilliamJClinton_1_18",9
"_WilliamJClinton_1_19",11
"_WilliamJClinton_1_20",4
"_WilliamJClinton_1_21",9
"_WilliamJClinton_1_22",4
"_WilliamJClinton_1_23",4
"_WilliamJClinton_1_24",4
"_WilliamJClinton_1_25",4
"_WilliamJClinton_1_26",4
"_WilliamJClinton_1_27",8
"_WilliamJClinton_1_28",9
"_WilliamJClinton_1_29",13
"_WilliamJClinton_1_30",9
"_WilliamJClinton_1_31",6
"_WilliamJClinton_1_32",6
"_WilliamJClinton_1_33",6
"_WilliamJClinton_1_34",8
"_WilliamJClinton_1_35",9
"_WilliamJClinton_1_36",9
"_WilliamJClinton_1_37",9
"_WilliamJClinton_1_38",9
"_WilliamJClinton_1_39",9
"_WilliamJClinton_1_40",3
"_WilliamJClinton_1_41",3
"_WilliamJClinton_1_42",3
"_WilliamJClinton_1_43",3
"_WilliamJClinton_1_44",3
