"","ALXN","AMGN","ANIK","ARWR","BIIB","CASC","CBM","CELG","GILD","IMGN","INCY","NKTR","PGNX","REGN","RGEN","SPPI","SRPT","TECH","VRTX"
"2016-04-06",157.020004,151.231918,45.060001,5.25,279.570007,7.379985,45.259998,108.220001,92.33181,9.76,81.870003,15.32,4.31,427.200012,28.629999,7,23.299999,92.667336,91.309998
"2016-04-07",148.029999,149.072281,44.529999,5.34,273.040009,7.199986,44.119999,107.110001,90.55983,9.45,79.400002,15.15,4.56,418.480011,27.219999,6.87,23.280001,91.748589,86.300003
"2016-04-08",148.889999,148.200836,45.029999,5.19,270.829987,7.259985,43.27,106.260002,91.052574,9.1,77.470001,15.48,4.76,404.940002,27.700001,6.87,22.68,90.976433,85.25
"2016-04-11",147.880005,148.134521,44.380001,5.16,265.190002,7.019986,42.709999,103.809998,90.806213,9.01,75.809998,15.29,4.75,396.140015,27.200001,6.83,22.48,89.959938,84.470001
"2016-04-12",153.550003,150.227875,45.220001,5.26,267.609985,6.839986,42.549999,105.260002,92.142296,8.86,77.370003,14.85,4.79,408.070007,27.42,6.93,22.6,89.901299,83.370003
"2016-04-13",152.880005,151.610764,45.41,5.94,271.730011,7.14,44.279999,107.599998,92.094925,9.22,79.220001,15.27,4.84,410.519989,28.84,7.15,22.35,90.546379,85.18
"2016-04-14",154.75,151.667603,47.68,6.18,270.559998,7.199986,44,106.989998,93.04248,9.25,78.540001,15.19,4.78,406.829987,28.440001,7.16,22,89.76445,87.080002
"2016-04-15",153.089996,151.677109,48.380001,6.23,268.5,7.26,43.18,107.339996,93.137245,9.19,77.779999,15.14,4.87,406.730011,28.01,7.38,21.1,90.829819,81.75
"2016-04-18",155.710007,153.164215,47.900002,6.43,272.920013,7.199986,44.459999,107.839996,93.999535,9.33,77.889999,15.75,5.26,422.380005,28.219999,7.32,22.43,91.846321,83.220001
"2016-04-19",155.440002,153.543121,48.380001,6.25,271,7.319985,44.41,106.529999,94.226952,9.14,76.769997,15.56,5.12,413.779999,27.27,7.25,20.860001,90.556145,83.209999
"2016-04-20",157.039993,154.168243,48.23,6.14,265.890015,6.959986,44.990002,106.730003,94.861839,8.93,78.489998,15.37,5.09,399.75,27.26,7.35,19.709999,90.487732,84.110001
"2016-04-21",161.380005,155.674332,48.630001,6.13,279.600006,7.079986,45.470001,109.919998,96.40638,9.17,77.559998,15.77,5.23,409.570007,27.83,7.41,11.02,91.797455,86.809998
"2016-04-22",159.100006,154.575577,47.880001,6.26,282.700012,7.259985,45.5,110.519997,96.586426,9.28,76.769997,16.219999,5.53,404.380005,27.99,7.6,14.95,92.677109,86.800003
"2016-04-25",158.020004,154.831329,47.369999,6.24,284.850006,8.099984,45.540001,110.57,96.927559,9.17,76.550003,16.200001,5.54,406.920013,27.18,7.65,14.95,90.986206,85.660004
"2016-04-26",154.009995,154.25354,46.709999,6.01,281.700012,7.859984,45.099998,107.550003,96.017876,8.52,74.43,16.139999,5.38,406.660004,27,7.24,11.02,91.572647,84.139999
"2016-04-27",150.779999,152.50116,44.639999,5.94,280.059998,7.739985,44.82,106.150002,95.43985,8.5,73.190002,16.24,5.46,390.279999,26.99,7.14,11.55,91.86586,84.5
"2016-04-28",142.529999,152.084396,46.93,5.92,281.079987,7.919984,44.470001,108.029999,91.914864,8.45,72.339996,16.139999,5.5,391.299988,26.969999,7.16,13.8,90.468185,86.75
"2016-04-29",139.279999,149.94368,45.66,5.79,274.98999,7.799984,48.240002,103.410004,83.585663,6.85,72.269997,15.68,5.31,376.709991,26.639999,7.09,14.19,91.074165,84.339996
"2016-05-02",140.529999,150.597275,45.57,6.02,273.690002,7.679985,49.209999,104.970001,84.334267,6.61,74.360001,15.98,5.45,384.519989,27.379999,7.3,17.92,91.191467,83
"2016-05-03",144.369995,148.096634,44.700001,5.81,273.709991,7.259985,49.349998,103.220001,82.600204,6.11,72.089996,15.59,5.37,371.320007,26.74,7.13,18.02,98.277611,82.160004
"2016-05-04",141.410004,146.041168,43.470001,5.74,263.119995,7.019986,48.689999,100.900002,81.112511,6.17,68.690002,14.02,5.19,360.640015,25.709999,6.96,17.219999,97.681412,80.629997
"2016-05-05",142.580002,146.107483,44.02,5.67,264.619995,6.899986,48.880001,101.709999,81.358871,5.89,70.410004,13.65,5,377.730011,25.92,6.4,16.76,98.131004,84
"2016-05-06",140.990005,145.103455,44.029999,5.59,263.609985,6.959986,48.490002,100.25,80.240746,5.8,70.690002,13.38,5.04,369.950012,26.25,7.15,17.700001,98.629478,85.540001
"2016-05-09",143.520004,147.206253,44.389999,5.76,270.170013,7.139986,49.349998,102.410004,81.178825,6.06,72.860001,13.58,5.1,375.470001,26.950001,7.27,17.629999,99.548233,88.059998
"2016-05-10",145.479996,148.939667,44.970001,5.72,273.269989,6.719986,48.849998,103.25,81.662102,6.01,73.489998,13.71,5.02,385.869995,26.860001,7.45,17.75,99.645973,89.080002
"2016-05-11",138.860001,146.041168,44.779999,5.58,267.25,6.54,47.259998,100.25,79.501625,5.65,70.620003,13.29,4.74,371.859985,26.120001,7.31,17.530001,99.312614,83.629997
"2016-05-12",139.110001,144.828751,43.619999,5.33,262.709991,6.18,47.099998,100.300003,78.421379,5.52,70.540001,13.09,4.63,365.640015,26.309999,7.07,16.25,99.204765,82.099998
"2016-05-13",139.740005,145.257782,43.709999,5.23,262.029999,6.239987,47.450001,100.160004,78.364517,5.64,73.209999,13.32,4.64,369.459991,26.190001,7.11,17.18,99.910706,81.379997
"2016-05-16",144.570007,146.134964,45.07,5.09,266.26001,6.599987,48.02,101.57,79.226822,5.65,76.470001,13.91,4.77,391.950012,26.33,7.2,17.66,101.087273,82.139999
"2016-05-17",139.960007,143.122086,44.82,4.945,263.519989,6.899986,46.75,100.68,78.421379,5.53,75.550003,13.35,4.65,386.380005,25.360001,7.1,17.08,100.508797,80.709999
"2016-05-18",142.330002,143.808578,45.169998,4.99,264.290009,6.839986,47.630001,101.080002,78.535095,5.5,77.529999,13.65,4.78,390.279999,26.18,7.18,17.110001,100.60685,81.709999
"2016-05-19",139.029999,141.749115,44.990002,5.01,258.720001,6.839986,46.919998,99.940002,77.833885,5.44,76.040001,13.39,4.71,383.299988,23.950001,7.19,17.6,100.989227,81.010002
"2016-05-20",142.520004,143.188812,45.959999,5.42,263.660004,6.659986,47.869999,101.459999,78.307678,5.57,77.650002,13.84,4.8,386,24.389999,7.27,19.15,102.381508,84.699997
"2016-05-23",142.509995,142.349792,46.009998,5.64,264.850006,6.539987,48.200001,101.019997,78.96151,5.56,80.68,14.07,4.9,392.640015,23.5,7.3,17.48,103.048241,84.419998
"2016-05-24",146.669998,145.61058,47,5.75,272.940002,6.78,49.259998,103.699997,81.699997,5.72,81.269997,14.54,4.89,397.700012,24.120001,7.37,18.440001,104.724846,88.419998
"2016-05-25",149.610001,148.327942,47.080002,5.88,279.700012,7.019986,49.900002,105.110001,81.974792,5.88,83.160004,14.8,4.87,394.48999,24.610001,7.53,23.35,105.009186,89.559998
"2016-05-26",148.169998,148.308823,46.529999,5.84,282,6.839986,48.779999,105.779999,80.818764,5.65,81.779999,14.9,4.77,393.540009,23.67,7.44,22.200001,105.068024,89.190002
"2016-05-27",150.419998,149.443436,47.380001,5.89,282.790009,6.78,48.68,106.43,81.320961,5.66,84.529999,15.17,4.89,396.220001,24.24,7.43,21.190001,107.470184,90.379997
"2016-05-31",150.899994,150.597107,47.32,6.13,289.730011,6.959986,48.91,105.519997,82.495964,5.64,84.410004,15.44,5.03,398.929993,23.959999,7.49,20.93,107.734909,93.150002
"2016-06-01",152.699997,150.692459,47.369999,6.03,286.820007,7.079986,51.169998,106.019997,82.041138,5.75,85.18,15.53,4.93,404.309998,24.16,7.49,21.41,109.18602,93.900002
"2016-06-02",156.770004,152.42775,47.709999,6.18,289.730011,7.319985,51.23,108.239998,82.173798,6.18,87.709999,15.96,5.01,407.130005,25.059999,7.52,15.71,109.519394,95.82
"2016-06-03",153.889999,151.779388,47.490002,6.12,290.230011,6.779986,50.799999,107.589996,81.633667,5.78,84.959999,15.84,4.94,400.75,24.82,7.34,15.57,108.450668,93.959999
"2016-06-06",154.990005,152.732834,47.939999,6.24,289.839996,7.379985,51.509998,107.650002,83.00766,5.65,85.489998,16.25,4.92,403.890015,25.110001,7.28,16.049999,109.921379,96.089996
"2016-06-07",138.130005,151.493362,47.709999,6.15,252.860001,7.139986,51.84,107.400002,82.912895,5.45,82.440002,16.01,4.87,394.470001,24.540001,7.2,19.67,110.715569,94.769997
"2016-06-08",138.880005,150.644791,48.720001,6.08,254.169998,7.259985,52.900002,106.779999,82.83709,5.35,82.900002,16.01,4.89,388.970001,24.75,7.11,19.440001,111.950974,94.589996
"2016-06-09",138.240005,149.481583,48.919998,5.99,250.460007,7.199986,52.279999,106.129997,81.27359,5.07,81.610001,16.280001,4.68,381.079987,23.75,6.97,20.99,111.598007,92.489998
"2016-06-10",135.610001,147.574692,49.16,5.85,246.130005,7.019986,50.779999,102.910004,80.022789,4.96,80.410004,15.8,4.64,372.029999,23.26,6.94,19.950001,110.872452,91.489998
"2016-06-13",133.320007,145.953827,49.290001,5.87,244.350006,6.719986,50.130001,101.610001,79.577431,4.95,80.010002,14.98,4.57,367.230011,22.5,6.87,19.41,110.146889,90.540001
"2016-06-14",131.220001,145.868011,49.84,5.71,241.699997,6.239987,50.060001,101.029999,79.634613,3.49,79.779999,15.05,4.6,366.48999,22.09,6.76,19.08,110.323372,91.370003
"2016-06-15",129.550003,144.828751,49.790001,5.81,238.910004,5.999988,49.810001,99.980003,79.129562,3.5,79.449997,15.05,4.63,367.910004,22.35,6.82,18.870001,110.441032,90.839996
"2016-06-16",127.489998,145.210114,50.110001,5.93,242.190002,5.879988,48.200001,100.230003,79.577431,3.49,80,15.02,4.74,366.519989,22.440001,6.82,17.379999,110.539078,90.410004
"2016-06-17",125.199997,142.654861,49.099998,5.74,238.210007,5.399989,46.75,98.739998,78.757927,3.32,77.110001,14.85,4.62,354.209991,21.16,6.76,17.360001,107.989838,86.730003
"2016-06-20",123.959999,143.636948,49.790001,5.88,237.389999,5.639989,49.139999,99.290001,79.081917,3.36,78.489998,15.21,4.79,352.660004,22.469999,6.76,17.85,108.784027,86.720001
"2016-06-21",124.139999,142.464188,50.169998,5.65,233,5.09999,47.939999,96.860001,77.938423,3.24,77.599998,14.98,4.68,345.140015,22.52,6.72,17.049999,108.636963,85.279999
"2016-06-22",121.410004,142.836014,50.27,5.68,234.600006,5.15999,48.169998,99.230003,78.567345,3.25,78.5,15.09,4.66,351.920013,23.25,6.8,17.41,109.019348,85.220001
"2016-06-23",123.57,145.181534,51.099998,5.88,238.619995,5.699988,49.509998,100.660004,79.444031,3.32,81.660004,15.54,4.78,357.140015,23.84,6.81,17.879999,110.539078,88.199997
"2016-06-24",112.989998,139.632462,51.09,5.47,229.020004,5.519989,48.84,96.290001,76.680588,3.13,76.980003,14.38,4.48,339.480011,23.67,6.47,18.52,109.284065,81.900002
"2016-06-27",111.889999,137.849503,50.169998,5.14,224.600006,5.279989,48.639999,94.849998,74.565132,2.98,72.440002,13.39,4.06,331.049988,23.459999,6.33,16.950001,105.577873,79.839996
"2016-06-28",114.940002,141.510757,50.93,5.31,228.520004,5.46,50.57,97.279999,78.433937,3.18,76.580002,13.76,4.24,339.779999,24.92,6.52,17.809999,106.999557,83.440002
"2016-06-29",114.169998,143.112549,52.299999,5.41,238.910004,5.94,50.75,98.809998,78.395828,3.13,78.739998,13.97,4.17,347.859985,26.629999,6.57,18.66,106.852486,85
"2016-06-30",116.760002,145.067108,53.650002,5.32,241.820007,5.639989,51.73,98.629997,79.491661,3.08,79.980003,14.23,4.22,349.230011,27.360001,6.57,19.07,110.568497,86.019997
"2016-07-01",118.589996,147.097961,54.259998,5.5,245.059998,5.699988,51.75,100.699997,80.863861,3.23,81.269997,14.4,4.43,358.5,27.969999,6.69,20.25,110.048828,87.739998
"2016-07-05",117.639999,147.08844,53.830002,5.37,242.029999,5.699988,52.130001,100.25,79.939537,3.11,79.709999,14.09,4.63,359.609985,27.219999,6.71,20.27,110.264549,86.510002
"2016-07-06",121.120003,148.785568,53.25,5.48,247.479996,5.579989,53.040001,104.599998,81.692894,3.13,82.480003,14.21,5.06,371.570007,27.73,6.79,20.889999,110.744987,89.660004
"2016-07-07",123.339996,149.30043,52.360001,5.56,247.270004,5.579989,53.130001,104.410004,81.445137,3.12,83.529999,14.3,5.44,371.450012,27.27,6.79,20.92,112.921646,90.050003
"2016-07-08",124.419998,153.600494,53.299999,5.73,251.300003,5.819988,54.16,105.029999,82.474274,3.2,85.699997,14.92,5.47,378.350006,27.75,6.75,22.620001,112.921646,88.959999
"2016-07-11",125.300003,152.723282,52.790001,5.77,252.539993,6.299987,55.009998,103.410004,82.188408,2.96,85,15.07,5.37,375.73999,27.950001,6.7,21.370001,112.186287,90.099998
"2016-07-12",125.349998,154.420441,53.189999,5.85,253.360001,7.319985,57,103.410004,82.550507,2.97,84.970001,15.69,5.18,368.75,27.459999,6.74,22,112.392189,89.629997
"2016-07-13",123.470001,153.047485,52.84,5.6,251.190002,7.079986,57.259998,101.760002,81.711952,2.82,82.559998,15.77,4.92,364.5,26.559999,6.62,21.33,112.098053,87.779999
"2016-07-14",125.150002,155.164139,52.639999,5.54,252.869995,6.899986,58,101.419998,81.511841,2.74,82.139999,15.62,4.83,365.269989,26.66,6.62,20.440001,109.695877,88.150002
"2016-07-15",125.580002,155.678986,52.490002,5.81,260.299988,7.139986,57.740002,102.849998,82.588615,2.76,83.830002,15.45,5.1,373.809998,27.059999,6.65,20.860001,108.754623,90.209999
"2016-07-18",125.459999,155.345276,52.310001,5.89,261.5,6.959986,58.060001,102.699997,82.836388,3.05,84.129997,15.4,5.4,381.540009,26.98,6.59,20.950001,109.460564,89.419998
"2016-07-19",124.160004,154.925751,52.119999,5.6,259.820007,6.719986,57.880001,102.260002,81.416557,2.81,82.82,14.95,4.94,377.149994,26.059999,6.27,21.139999,108.715401,87.43
"2016-07-20",126.93,155.650391,52.07,5.73,262.410004,6.899986,58.849998,104.620003,82.579102,2.95,86.879997,15.29,6.14,384.700012,27.02,6.48,22.459999,109.30368,91.150002
"2016-07-21",127.300003,156.546631,52.240002,5.58,282.450012,6.839986,58.849998,107.449997,83.131767,2.85,87.790001,15.39,6.16,389.519989,27.32,6.5,22.65,108.725212,93.209999
"2016-07-22",125.800003,157.957718,52.380001,5.65,287.779999,6.839986,57.580002,107.519997,82.474274,2.85,86.410004,15.2,6.01,391.339996,27.5,6.53,23.889999,108.587936,93.889999
"2016-07-25",127.459999,158.80632,51.810001,5.65,287.350006,6.839986,56.23,107.93,84.380096,2.81,86.43,15.31,5.92,394.899994,26.99,6.47,23.67,108.264381,95.769997
"2016-07-26",126.650002,159.864609,51.830002,5.75,287.040009,6.839986,49.73,106.18,77.233276,2.78,86.959999,15.15,5.98,398.269989,27.48,6.51,24.34,108.234955,94.980003
"2016-07-27",129.779999,162.734497,52.580002,6.01,288.350006,6.839986,51.869999,108.110001,77.938423,2.92,88.720001,15.17,6.06,415.089996,28.309999,6.84,24.620001,108.548706,96.010002
"2016-07-28",130.399994,163.306564,49.220001,5.98,289.029999,6.659986,53.720001,111.260002,77.41433,2.79,88.120003,16.1,5.81,411.040009,27.85,6.82,24.66,108.617355,96.209999
"2016-07-29",128.600006,164.021667,49.919998,5.96,289.929993,6.599987,52.41,112.190002,75.727676,2.78,90.209999,17.290001,5.85,425.119995,28.6,6.87,25.280001,110.225334,97
"2016-08-01",133.5,166.052521,50.639999,5.86,301.829987,6.719986,50.450001,114.690002,76.671059,2.96,90,17.76,5.84,434,29.870001,7.05,25.91,111.558777,98.199997
"2016-08-02",133.610001,166.042969,49,5.74,330.109985,6.599987,48.490002,114.290001,75.822968,2.88,88.949997,17.18,5.66,434.899994,29.700001,6.95,25.52,110.499863,99.139999
"2016-08-03",137.660004,165.356491,48.099998,5.89,321.339996,6.539987,47.779999,116.139999,76.318481,2.96,90.809998,17.530001,5.85,441.369995,30.24,7.08,27.18,110.450836,100.440002
"2016-08-04",135.429993,164.631882,48.110001,5.9,314.559998,6.659986,48.02,116.269997,76.01355,2.86,90.120003,17.459999,5.93,433.399994,29.950001,7.03,26.799999,110.274361,100.279999
"2016-08-05",137.110001,165.57579,48.91,5.99,315.959991,6.78,48.200001,115.529999,76.623413,3.11,90.839996,17.58,6.28,423,30.07,7.1,26.360001,110.42144,102.43
"2016-08-08",136.080002,164.31723,47.509998,5.9,313.649994,6.539987,47.599998,113.629997,75.98497,3.03,88.040001,17.26,6.36,421.040009,30,6.98,26.42,109.401726,102.470001
"2016-08-09",135,164.069336,48.060001,6.39,314.420013,6.479987,47.73,113.800003,75.594269,3.08,86.480003,17.379999,6.85,419.23999,29.9,7.07,26.540001,109.087982,102.830002
"2016-08-10",132.669998,163.258881,48.040001,5.83,308.869995,6.359987,46.639999,112.529999,75.184517,2.93,83.489998,17.040001,6.68,415.480011,29.49,5.72,24.030001,108.872276,99.699997
"2016-08-11",133.669998,164.403015,48.939999,5.74,314.48999,6.539987,47.34,113.809998,75.822968,2.99,81.209999,17.209999,6.67,421.350006,30.629999,5.91,24.799999,109.440964,101.209999
"2016-08-12",133.440002,164.965576,48.790001,5.96,313.940002,6.48,46.849998,113.389999,75.908737,3.15,81.050003,17.16,6.68,421.540009,31.129999,5.81,25.26,108.725212,101.529999
"2016-08-15",136.070007,167.420563,49.599998,6.12,313.390015,6.899986,47.310001,114.620003,75.8992,3.22,80.550003,17.639999,6.91,422.869995,31.200001,6,25.98,109.284065,102.480003
"2016-08-16",133.759995,165.099838,49.330002,6.17,313.420013,6.959986,46.23,112.169998,75.518044,3.06,77.860001,17.52,6.77,413.640015,31.370001,5.93,24.940001,108.176132,100
"2016-08-17",133.059998,167.161652,48.650002,6.34,313.820007,6.719986,45.41,112.550003,76.89975,3.1,76.480003,17.66,6.81,411.679993,31.59,5.91,25.1,109.960609,99.889999
"2016-08-18",132.429993,167.583603,49.779999,7.06,313.380005,6.839986,45.580002,112.129997,76.794937,3.06,76.160004,17.719999,6.88,410.869995,31.450001,5.93,25.440001,104.509132,99.099998
"2016-08-19",132.139999,166.499954,49.82,7.5,316.809998,6.899986,44.360001,112.160004,77.185631,3.02,76.110001,17.26,6.82,404.299988,31.459999,5.91,25.65,105.058205,98.010002
"2016-08-22",136.529999,167.200012,49.5,7.75,316.809998,7.139986,44.299999,114.199997,77.109398,3.11,81.980003,17.83,6.97,418.649994,31.780001,6.03,26.110001,105.097427,100.959999
"2016-08-23",137.419998,167.247971,49.75,8.08,318.170013,7.019986,44.490002,114.010002,77.633499,3.14,81.900002,18.16,6.84,420.609985,31.68,5.99,26.24,104.54837,100.989998
"2016-08-24",132.119995,163.833954,49.060001,6.89,309.329987,6.959986,44.119999,110.599998,76.709167,2.97,82.440002,17.58,6.56,405.25,31.110001,5.62,26.190001,102.891357,96.709999
"2016-08-25",129.169998,163.248978,48.720001,6.88,306.850006,6.899986,43.869999,107.910004,76.30896,2.9,80.099998,17.34,6.52,400.25,31.01,5.64,25.76,103.353592,96.379997
"2016-08-26",129.630005,164.917618,48.360001,6.95,308.170013,6.959986,44.02,108.790001,76.01355,2.92,81.040001,17.43,6.55,402.970001,31.35,5.59,26.780001,103.933838,97.089996
"2016-08-29",127.989998,164.476471,47.990002,6.89,306.130005,6.959986,43.209999,107.949997,74.488899,2.9,81.330002,17.32,6.52,399.380005,31.139999,5.51,27.4,104.278053,96.940002
"2016-08-30",128.220001,163.757248,47.450001,7.08,307.859985,7.14,43.400002,107.019997,74.250679,2.88,80.980003,17.51,6.44,395.220001,30.889999,5.5,27.209999,102.773346,95.800003
"2016-08-31",125.860001,163.085968,47.240002,6.93,305.630005,6.899986,42.830002,106.739998,74.689003,2.81,81.099998,17.85,6.28,392.549988,30.99,5.31,26.07,103.609291,94.510002
"2016-09-01",125.629997,163.153091,47.939999,7.06,306.029999,6.719986,43.169998,106.370003,73.774216,2.8,80.809998,18.110001,6.14,393.399994,31.040001,5.29,26.559999,104.769798,94.75
"2016-09-02",123.669998,162.807846,47.889999,7.15,313.589996,6.779986,43.27,105.489998,73.26918,2.75,82.019997,18.450001,5.96,388.640015,31.41,5.24,26.889999,105.114006,95.110001
"2016-09-06",125.849998,163.833954,48.34,7.16,310.670013,6.839986,43.279999,106.709999,74.212547,2.86,83.75,18.93,6.16,398.309998,31.610001,5.29,27.790001,105.527077,95.779999
"2016-09-07",125.089996,163.632584,48.310001,7.34,312.299988,6.899986,43.82,106.959999,74.536545,2.75,82.449997,19.68,6.34,399.890015,33.380001,5.38,28.459999,108.084122,95.599998
"2016-09-08",130.059998,163.958633,47.490002,7.65,307.730011,6.899986,45.380001,107.650002,75.270287,2.81,81.559998,19.610001,6.4,401.829987,33.259998,5.48,28.65,108.693871,97.309998
"2016-09-09",124.919998,159.719879,45.91,7.16,296.100006,6.719986,45.150002,104.470001,74.374557,2.66,79.129997,18.66,6.02,384.429993,32.189999,5.38,27.18,104.366577,93.68
"2016-09-12",129.289993,164.984756,47.23,7.22,302.660004,6.779986,45.5,106.849998,75.136871,2.69,81.160004,19.32,6.24,399.51001,32.75,5.69,27.74,106.097488,97.860001
"2016-09-13",126.790001,162.357132,46.889999,6.94,297.410004,6.659986,45.68,104.529999,74.384071,2.76,79.209999,18.68,6.07,390.98999,32.119999,5.49,25.6,103.835503,95.269997
"2016-09-14",129.419998,163.162674,46.98,7.06,299.790009,7.199986,45.900002,106.059998,74.412834,2.87,80.050003,19.110001,6.12,397.559998,32.830002,5.04,32.450001,105.241867,90.120003
"2016-09-15",129.699997,165.56015,47.279999,7.14,302.820007,7.439985,46.380001,107.349998,75.58242,2.78,80.360001,19.25,6.22,402.75,33.060001,4.85,30.02,107.877586,93.099998
"2016-09-16",131.460007,165.86705,47.369999,7.08,304.51001,7.62,46.130001,108.540001,75.54409,2.83,82.150002,19.08,6.1,408.630005,33.200001,4.82,28.15,105.704102,92.709999
"2016-09-19",131.179993,164.351807,47.490002,7.08,303.5,7.559985,46.040001,107.730003,75.726234,2.81,83.510002,18.99,6.16,402.829987,33.240002,4.72,48.939999,107.533363,91.260002
"2016-09-20",131.729996,166.269806,47.59,7.36,307.049988,8.219983,45.990002,108.419998,78.400955,2.88,85.059998,18.969999,6.18,406.23999,33.32,4.62,55.73,106.835098,91.690002
"2016-09-21",130.360001,166.72052,47.93,7.21,312,8.699983,46.77,109.580002,78.324265,2.88,86.709999,19.15,6.24,406.519989,33.419998,4.47,56.220001,105.713928,91.82
"2016-09-22",133.690002,168.417938,47.990002,7.27,314.809998,8.639983,46.299999,110.57,78.151695,2.87,89.269997,19.52,6.12,408.01001,32.799999,4.81,60.970001,107.700546,92.120003
"2016-09-23",127.220001,167.631561,46.919998,7.22,312.579987,8.399983,46.599998,109.43,78.007896,2.82,88.980003,18.75,6.01,410.390015,32.110001,4.72,57.830002,106.549889,90.629997
"2016-09-26",124.510002,166.413651,45.82,7.04,309.820007,9.539981,46.119999,106.309998,77.288887,2.77,88.760002,18.030001,5.87,404.119995,31.01,4.66,59.66,106.46138,88.290001
"2016-09-27",125.980003,164.591568,46.48,7.13,314.529999,9.899981,45.52,107.400002,75.975494,2.76,89.07,17.35,6.06,421.450012,31.709999,4.74,59.099998,107.562874,89.120003
"2016-09-28",123.760002,162.75032,46.75,7.04,310.549988,10.01998,45.540001,105.830002,75.707069,2.76,93.199997,17.67,6.06,419.100006,31.41,4.73,62.240002,106.91378,88.839996
"2016-09-29",120.059998,158.665009,46.099998,7.3,305.779999,9.299981,44.07,102.769997,74.642929,2.65,92.290001,16.950001,5.72,406.359985,29.540001,4.58,60.98,106.471207,85
"2016-09-30",122.540001,159.969238,47.849998,7.35,313.029999,9.83998,44.459999,104.529999,75.850861,2.68,94.290001,17.18,6.33,402.019989,30.190001,4.67,61.41,107.690727,87.209999
"2016-10-03",122.139999,160.477493,47.560001,7.18,311.589996,9.71998,45.220001,104.269997,74.805901,2.63,95.540001,17.48,6.77,402.820007,30.299999,4.66,60.950001,107.848076,86.790001
"2016-10-04",123.410004,160.678879,46.75,7.29,311.480011,10.07998,45.470001,104.669998,74.048531,2.59,94.169998,16.940001,7.05,397.200012,30.139999,4.55,61.48,108.536514,86.419998
"2016-10-05",125.510002,160.381592,48.02,7.52,309.700012,9.659981,45.18,105.290001,74.364906,2.67,95.690002,17.059999,7.12,392.600006,30.290001,4.62,62.349998,109.057755,87.650002
"2016-10-06",122.889999,160.055542,47.91,7.03,305.98999,9.359982,45.099998,104.029999,73.061111,2.58,94.779999,17,7.06,388.600006,30.24,4.54,61.740002,109.33313,84.959999
"2016-10-07",125.050003,160.630936,47.650002,7.04,305.589996,8.939982,45.169998,104.07,72.131172,2.54,97.830002,16.809999,7.02,390.059998,30.98,4.59,57.889999,109.126595,85.699997
"2016-10-10",126.050003,161.407715,47.82,7.24,304.589996,8.759982,45.25,104.269997,72.370842,2.65,95.949997,17.209999,7,393.859985,31.639999,4.7,57.650002,109.156097,85.980003
"2016-10-11",121.769997,157.58136,46.75,6.95,298.299988,8.039984,43.950001,101.639999,70.769852,2.5,92.110001,16.639999,6.57,386.049988,30.309999,4.52,53.82,104.946823,81.660004
"2016-10-12",118.75,157.159378,46.580002,6.82,291.880005,7.979984,43.150002,100.099998,70.012497,2.47,89.970001,16.219999,6.26,373.470001,29.9,4.32,53.610001,103.432266,80.150002
"2016-10-13",119.610001,157.552582,45.299999,6.95,294.410004,7.799984,41.799999,100.629997,70.041252,2.41,89.529999,16.08,6.32,375.790009,29.690001,4.24,54.189999,103.953514,80.559998
"2016-10-14",118.339996,155.260574,44.5,6.64,290.5,7.919984,41.450001,98.5,69.744064,2.27,87.099998,15.89,5.91,371.679993,29.32,3.95,52.279999,103.953514,79.230003
"2016-10-17",119.470001,155.95105,44.73,6.59,291.670013,7.799984,40.799999,99.639999,69.638611,2.31,86.699997,15.67,5.72,366.730011,28.83,3.99,48.939999,103.353592,80.5
"2016-10-18",121.339996,156.123703,44.970001,6.65,295.049988,7.859984,41.049999,100.059998,70.376793,2.3,88.779999,14.08,5.65,371.529999,29.209999,4.02,49.880001,103.481438,82.959999
"2016-10-19",120.309998,154.474213,44.040001,6.65,295.140015,7.32,41.299999,100.019997,70.309685,2.26,87.959999,13.35,5.55,368.359985,28.4,3.95,47.82,102.9897,81.830002
"2016-10-20",122.470001,154.876984,44.43,6.83,299.660004,7.559985,41.099998,100.019997,71.239601,2.27,88.489998,13.75,5.7,371.23999,29.15,3.98,49.049999,104.189545,82.919998
"2016-10-21",120.260002,152.009613,43.650002,6.7,290.649994,7.499985,41.25,98.910004,71.220428,2.28,87.720001,13.34,5.54,363.529999,29.25,3.94,47.98,103.20607,80.760002
"2016-10-24",121.610001,152.249344,43.990002,6.56,290.779999,7.199986,41.549999,98.07,71.086227,2.27,88.18,13.1,5.23,362.25,29.27,3.83,46.919998,103.776489,78.730003
"2016-10-25",121.410004,151.424622,43.18,6.33,286,7.379985,40.549999,97.629997,71.335487,2.21,87.199997,12.78,5.19,366.929993,28.73,3.66,46.330002,101.140762,78.709999
"2016-10-26",121.589996,152.46994,42.73,6.15,296.459991,6.779986,41.099998,98.410004,72.265396,2.08,87.25,12.61,5.15,363.079987,28.82,3.75,44.540001,99.822914,78.709999
"2016-10-27",131.369995,153.985123,44.060001,6.04,290.890015,6.779986,40.849998,104.720001,72.6968,1.99,87.010002,12.25,5.2,365.350006,28.639999,3.77,40.810001,99.518044,75.839996
"2016-10-28",135.589996,139.226273,43,5.865,283.640015,6.419987,40.400002,103.900002,70.82737,1.92,87.129997,12.01,5.09,355.829987,28.58,3.67,40.900002,99.35083,77.580002
