Date,CAT_AC,IBM_AC,MSFT_AC
8-May-03,24.48,83.43,22.38
9-May-03,25.03,84.88,22.91
12-May-03,25.55,86.29,22.78
13-May-03,25.04,87.24,22.59
14-May-03,24.86,86,22.27
15-May-03,25.15,87.16,22.42
16-May-03,24.95,86.28,22.23
19-May-03,24.26,83.81,21.52
20-May-03,24.14,83.16,21.41
21-May-03,23.75,83.55,20.89
22-May-03,24.13,83.46,21
23-May-03,24.02,82.66,21.05
27-May-03,24.73,85.02,21.55
28-May-03,24.73,84.9,21.22
29-May-03,23.79,84.7,21.21
30-May-03,24.56,85.36,21.39
2-Jun-03,24.58,84.67,21.42
3-Jun-03,24.94,81.26,21.63
4-Jun-03,25.4,81.68,21.62
5-Jun-03,25.61,79.4,20.94
6-Jun-03,25.72,77.61,20.58
9-Jun-03,25.54,79.5,20.65
10-Jun-03,25.73,79.22,21.45
11-Jun-03,26.69,81.41,21.63
12-Jun-03,26.44,81.39,21.72
13-Jun-03,26.4,80.23,21.43
16-Jun-03,27.27,81.92,22.07
17-Jun-03,27.21,81.73,22.57
18-Jun-03,26.86,82.12,22.66
19-Jun-03,26.61,81.97,22.66
20-Jun-03,26.97,82.33,22.89
23-Jun-03,26.69,80.64,22.41
24-Jun-03,26.59,81.08,22.34
25-Jun-03,26.45,79.98,21.96
26-Jun-03,26.73,81.78,22.38
27-Jun-03,26.3,80.88,22.28
30-Jun-03,26.22,79.98,22.29
1-Jul-03,25.78,81.04,22.73
2-Jul-03,26.25,82.16,23.37
3-Jul-03,26.17,81.39,23.04
7-Jul-03,26.57,83.47,23.84
8-Jul-03,26.71,83.62,24.08
9-Jul-03,26.58,82.86,23.88
10-Jul-03,26.48,81.47,23.39
11-Jul-03,27.03,82.3,23.74
14-Jul-03,27.26,82.82,23.82
15-Jul-03,27.35,83.8,23.71
16-Jul-03,27.62,84.1,23.92
17-Jul-03,30.11,80.79,23.2
18-Jul-03,31.09,81.17,23.38
21-Jul-03,30.95,79.98,22.64
22-Jul-03,30.42,79.35,22.93
23-Jul-03,30.73,79.79,22.99
24-Jul-03,30.24,79.03,22.6
25-Jul-03,30.94,81,23.38
28-Jul-03,30.85,80.02,23.13
29-Jul-03,30.97,79.31,23.01
30-Jul-03,31.49,78.49,22.8
31-Jul-03,31.97,78.77,22.96
1-Aug-03,31.85,78.79,22.75
4-Aug-03,31.79,78.66,22.76
5-Aug-03,31.6,77.42,22.31
6-Aug-03,31.33,77.47,22.3
7-Aug-03,31.82,78.39,22.35
8-Aug-03,32.32,78.57,22.24
11-Aug-03,32.54,78.71,22.26
12-Aug-03,33.31,79.18,22.37
13-Aug-03,33.36,78.88,22.25
14-Aug-03,33.48,79.23,22.28
15-Aug-03,33.62,79.46,22.2
18-Aug-03,34.61,81.14,22.34
19-Aug-03,34.54,80.49,23.14
20-Aug-03,34.24,80.68,22.99
21-Aug-03,34.78,80.49,22.81
22-Aug-03,33.97,80.6,22.79
25-Aug-03,33.01,79.62,23.04
26-Aug-03,32.96,80.15,23.1
27-Aug-03,33.24,79.66,22.97
28-Aug-03,33.48,79.56,23.05
29-Aug-03,34.04,79.67,23.05
2-Sep-03,34.33,83.31,23.7
3-Sep-03,34.09,83.87,24.6
4-Sep-03,33.69,85.4,24.71
5-Sep-03,33.23,84.47,24.67
8-Sep-03,33.41,86.56,25.07
9-Sep-03,32.88,86.87,24.66
10-Sep-03,32.69,85.33,23.95
11-Sep-03,32.25,85.41,24.2
12-Sep-03,32.23,86.17,24.64
15-Sep-03,32.69,85.96,24.65
16-Sep-03,33.03,87.71,25.12
17-Sep-03,33.28,88.04,24.77
18-Sep-03,33.78,89.37,25.64
19-Sep-03,33.73,90.62,26.04
22-Sep-03,33.39,88.78,25.27
23-Sep-03,33.86,88.73,25.73
24-Sep-03,33.38,86.85,24.74
25-Sep-03,32.65,86.86,24.55
26-Sep-03,32.34,86.51,24.51
29-Sep-03,32.78,86.9,25.06
30-Sep-03,32.62,85.81,24.17
1-Oct-03,33.8,87.77,24.79
2-Oct-03,34.45,87.51,24.77
3-Oct-03,34.77,88.05,25.28
6-Oct-03,35.07,88.58,25.37
7-Oct-03,35.26,89.08,25.33
8-Oct-03,35.68,90.02,25.05
9-Oct-03,36.05,89.81,25.16
10-Oct-03,35.89,90.03,25.13
13-Oct-03,36.44,90.54,25.02
14-Oct-03,36.42,90.07,24.93
15-Oct-03,37.3,90.09,25.41
16-Oct-03,35.39,86.73,25.55
17-Oct-03,35.03,86.68,25.29
20-Oct-03,35.23,86.46,25.66
21-Oct-03,34.64,86.39,25.66
22-Oct-03,34.07,85.94,25.25
23-Oct-03,33.97,85.63,25.27
24-Oct-03,33.83,85.9,23.26
27-Oct-03,34.13,85.99,23.52
28-Oct-03,34.65,87.33,23.78
29-Oct-03,34.97,86.79,23.38
30-Oct-03,35.16,86.58,22.83
31-Oct-03,34.89,86.93,22.85
3-Nov-03,35.25,87.12,23.32
4-Nov-03,35.62,86.6,22.79
5-Nov-03,35.68,85.96,22.82
6-Nov-03,35.48,86.95,22.93
7-Nov-03,34.55,85.9,22.82
10-Nov-03,34.32,87.54,22.73
11-Nov-03,34.25,86.97,22.55
12-Nov-03,35.07,88.26,22.71
13-Nov-03,34.98,88.65,22.46
14-Nov-03,34.57,87.83,22.29
17-Nov-03,34.52,87.4,21.99
18-Nov-03,33.94,86.57,21.99
19-Nov-03,34.64,87.01,22.16
20-Nov-03,34.63,86.02,21.94
21-Nov-03,34.7,86.26,21.95
24-Nov-03,34.92,87.26,22.49
25-Nov-03,35.72,87.04,22.2
26-Nov-03,35.9,87.5,22.25
28-Nov-03,36.21,88.12,22.48
1-Dec-03,36.56,88.57,22.59
2-Dec-03,35.98,88.32,22.43
3-Dec-03,35.93,87.88,22.44
4-Dec-03,35.68,88.97,22.9
5-Dec-03,36.42,88.21,22.71
8-Dec-03,36.55,88.76,22.94
9-Dec-03,36.41,88.2,23.06
10-Dec-03,36.18,89.27,23.24
11-Dec-03,37.11,89.93,23.26
12-Dec-03,37.14,90.23,23.3
15-Dec-03,37.38,89.64,23.38
16-Dec-03,38.57,91.46,23.66
17-Dec-03,39.05,90.9,23.64
18-Dec-03,39.85,90.25,23.95
19-Dec-03,40.35,90.65,23.92
22-Dec-03,39.89,90.89,23.76
23-Dec-03,39.82,90.31,23.73
24-Dec-03,39.76,89.8,23.64
26-Dec-03,39.85,90.41,23.79
29-Dec-03,40.28,91.02,24
30-Dec-03,40.02,90.15,24.06
31-Dec-03,39.52,90.2,23.93
2-Jan-04,39.35,89.1,24
5-Jan-04,40.42,90.56,24.6
6-Jan-04,39.7,90.57,24.69
7-Jan-04,39.27,90.3,24.66
8-Jan-04,38.97,90.55,24.62
9-Jan-04,38.3,88.77,24.18
12-Jan-04,39.25,89.1,24.1
13-Jan-04,39.28,87.3,23.98
14-Jan-04,39.85,87.89,24.21
15-Jan-04,39.87,91.5,24.07
16-Jan-04,40.23,92.77,24.31
20-Jan-04,39.28,94.5,24.56
21-Jan-04,39.88,95.08,24.74
22-Jan-04,40.17,94.9,24.49
23-Jan-04,40.25,95.28,24.9
26-Jan-04,40.65,97.18,25.18
27-Jan-04,39.21,96.15,24.7
28-Jan-04,38.07,94.77,24.22
29-Jan-04,36.94,95.39,24.4
30-Jan-04,37.36,96.57,24.17
2-Feb-04,37.05,96.73,23.95
3-Feb-04,36.84,97.32,23.86
4-Feb-04,36.29,97.51,23.61
5-Feb-04,36.5,96.21,23.57
6-Feb-04,37.54,96.45,23.67
9-Feb-04,37.14,96.46,23.52
10-Feb-04,36.61,97.1,23.62
11-Feb-04,37.76,97.44,23.73
12-Feb-04,37.63,96.8,23.56
13-Feb-04,37.02,97.2,23.24
17-Feb-04,38.03,96.87,23.59
18-Feb-04,37.73,95.94,23.4
19-Feb-04,37.55,95.34,23.13
20-Feb-04,36.73,94.86,23.23
23-Feb-04,36.93,93.54,23.26
24-Feb-04,36.68,94.35,23.5
25-Feb-04,36.91,94.11,23.34
26-Feb-04,37.27,94.35,23.17
27-Feb-04,36.22,94.07,23.19
1-Mar-04,36.74,94.59,23.34
2-Mar-04,37.1,94.38,23.07
3-Mar-04,36.97,94.4,23.05
4-Mar-04,36.77,93.96,23.05
5-Mar-04,36.52,94.02,23.03
8-Mar-04,36.77,92.21,22.58
9-Mar-04,36.53,92.15,22.48
10-Mar-04,35.15,90.71,22.18
11-Mar-04,34.98,88.91,21.93
12-Mar-04,35.83,90.95,22.19
15-Mar-04,35.38,89.51,21.99
16-Mar-04,36.03,90.12,22.01
17-Mar-04,36.93,91.04,21.97
18-Mar-04,36.92,90.51,21.76
19-Mar-04,36.49,89.31,21.53
22-Mar-04,36.1,88.73,21.42
23-Mar-04,36.27,89.02,21.11
24-Mar-04,36.5,89.46,21.34
25-Mar-04,36.89,90.06,22.02
26-Mar-04,37.03,90.43,21.88
29-Mar-04,38.01,90.34,22.13
30-Mar-04,38.26,89.99,22.03
31-Mar-04,37.81,89.53,21.79
1-Apr-04,37.78,90.04,21.92
2-Apr-04,38.83,91.83,22.6
5-Apr-04,39.41,91.81,22.68
6-Apr-04,39.65,91.34,22.55
7-Apr-04,39.26,90.73,22.37
8-Apr-04,39.2,90.77,22.27
12-Apr-04,40.05,91.38,22.39
13-Apr-04,39.22,90.7,22.25
14-Apr-04,38.75,91.34,22.3
15-Apr-04,38.64,91.09,22.05
16-Apr-04,39.2,89.95,21.99
19-Apr-04,38.73,89.62,22.32
20-Apr-04,38.25,88.37,22.14
21-Apr-04,38.77,88.96,22.25
22-Apr-04,40.4,88.45,22.68
23-Apr-04,39.37,88.98,24.07
26-Apr-04,38.86,88.15,23.81
27-Apr-04,39.3,88.81,23.8
28-Apr-04,38.29,88.13,23.22
29-Apr-04,37.27,86.84,23.15
30-Apr-04,37.34,85.95,22.84
3-May-04,38.13,85.8,23.03
4-May-04,37.95,86.76,23.02
5-May-04,37.85,86.72,22.99
6-May-04,37.4,86.31,22.83
7-May-04,37.05,86.14,22.54
10-May-04,35.01,84.86,22.67
11-May-04,35.12,85.11,22.68
12-May-04,35.96,84.79,22.68
13-May-04,35.87,85.16,22.82
14-May-04,36.36,84.4,22.61
17-May-04,35.33,83.54,22.33
18-May-04,35.43,84.06,22.58
19-May-04,35.45,85.03,22.4
20-May-04,34.71,85.39,22.49
21-May-04,35.08,85.11,22.63
24-May-04,35.55,85.08,22.52
25-May-04,35.86,86.64,22.82
26-May-04,35.96,86.3,22.85
27-May-04,36.11,86.53,22.89
28-May-04,36.2,86.53,22.93
1-Jun-04,36.49,86.07,22.82
2-Jun-04,36.71,85.94,22.84
3-Jun-04,36.1,85.32,22.63
4-Jun-04,36.27,85.53,22.68
7-Jun-04,37.33,86.58,23.1
8-Jun-04,37.05,87.95,23.25
9-Jun-04,36.22,88,23.14
10-Jun-04,36.32,88.36,23.4
14-Jun-04,35.91,87.98,23.52
15-Jun-04,36.22,88.44,23.96
16-Jun-04,35.55,88.28,23.88
17-Jun-04,35.89,88.34,24.28
18-Jun-04,35.75,87.97,24.78
21-Jun-04,36.02,87.41,24.78
22-Jun-04,36.82,87.93,24.73
23-Jun-04,37.42,88.68,24.74
24-Jun-04,38,87.9,24.82
25-Jun-04,37.54,87.47,24.98
28-Jun-04,37.22,86.65,24.72
29-Jun-04,37.86,86.24,24.91
30-Jun-04,38.16,86.1,24.97
1-Jul-04,37.56,85.47,25.03
2-Jul-04,36.85,85.02,24.98
6-Jul-04,36.86,83.71,24.49
7-Jul-04,37.23,83.37,24.56
8-Jul-04,36.76,81.71,24.16
9-Jul-04,37.03,81.94,24.35
12-Jul-04,37.58,82.15,24.38
13-Jul-04,38.08,83.27,24.13
14-Jul-04,37.84,82.18,24.59
15-Jul-04,38.14,82.07,24.36
16-Jul-04,37.57,82.32,24.02
19-Jul-04,37.76,83.32,24.43
20-Jul-04,37.7,84.35,24.76
21-Jul-04,37.16,83.32,25.23
22-Jul-04,35.51,84.06,25.35
23-Jul-04,35.36,82.88,24.5
26-Jul-04,35.06,83.11,25.05
27-Jul-04,34.85,83.89,24.86
28-Jul-04,35.46,83.86,24.98
29-Jul-04,35.7,84.75,24.9
30-Jul-04,35.49,85.05,24.91
2-Aug-04,35.3,84.68,24.93
3-Aug-04,34.61,83.72,24.54
4-Aug-04,34.62,83.97,24.53
5-Aug-04,33.62,83.21,24.07
6-Aug-04,33.92,81.71,23.73
9-Aug-04,33.84,81.78,23.76
10-Aug-04,34.41,83.19,24.23
11-Aug-04,34.8,81.92,23.96
12-Aug-04,34.65,80.47,23.5
13-Aug-04,34.65,82.13,23.62
16-Aug-04,35.19,82.24,23.68
17-Aug-04,35,82.26,23.65
18-Aug-04,35.01,83.33,24
19-Aug-04,34.42,83.09,23.71
20-Aug-04,34.88,83.45,23.78
23-Aug-04,34.79,82.86,23.88
24-Aug-04,35.32,82.92,23.88
25-Aug-04,35.67,83.27,24.15
26-Aug-04,35.59,82.9,24.06
27-Aug-04,35.59,83.14,24.08
30-Aug-04,34.89,82.61,23.94
31-Aug-04,35.11,82.9,23.94
1-Sep-04,35.07,82.44,24.01
2-Sep-04,35.34,82.78,24.22
3-Sep-04,35.52,82.6,23.77
7-Sep-04,36.43,83.17,23.99
8-Sep-04,36.31,84.04,23.9
9-Sep-04,36.15,84.61,23.92
10-Sep-04,36.26,84.92,24.1
13-Sep-04,36.68,84.66,23.89
14-Sep-04,36.56,84.89,24.06
15-Sep-04,36.05,84.54,23.84
16-Sep-04,36.14,84.3,23.9
17-Sep-04,36.76,83.93,24.12
20-Sep-04,36.64,83.89,24.12
21-Sep-04,36.86,83.91,23.9
22-Sep-04,36.39,82.53,23.78
23-Sep-04,35.97,82.11,23.98
24-Sep-04,36.1,82.64,23.93
27-Sep-04,35.94,82.38,23.84
28-Sep-04,37.13,82.69,23.91
29-Sep-04,38.87,83.18,24.18
30-Sep-04,38.85,83.93,24.24
1-Oct-04,38.92,84.89,24.77
4-Oct-04,39.23,85.32,24.65
5-Oct-04,38.81,85.47,24.88
6-Oct-04,39.11,86.18,25.01
7-Oct-04,38.63,85.57,24.7
8-Oct-04,38.39,84.88,24.54
11-Oct-04,38.35,84.8,24.6
12-Oct-04,38.5,84.18,24.58
13-Oct-04,38.19,83.18,24.58
14-Oct-04,38.39,82.99,24.37
15-Oct-04,39.16,83.05,24.54
18-Oct-04,39.18,84.1,24.91
19-Oct-04,39.05,87.48,24.71
20-Oct-04,39.01,86.94,25.16
21-Oct-04,37.39,86.24,25.04
22-Oct-04,37.54,85.54,24.32
25-Oct-04,38.02,86.56,24.22
26-Oct-04,38.54,87.12,24.46
27-Oct-04,39.22,88.1,24.68
28-Oct-04,38.6,87.61,24.56
29-Oct-04,39.09,87.85,24.52
1-Nov-04,39.72,88.2,24.62
2-Nov-04,39.79,88.56,24.76
3-Nov-04,40.89,89.27,24.96
4-Nov-04,41.68,90.43,25.43
5-Nov-04,42.31,91.31,25.7
8-Nov-04,42.23,91.57,25.67
9-Nov-04,42.86,91.57,26.1
10-Nov-04,43.07,91.81,26.07
11-Nov-04,43.61,92.96,26.29
12-Nov-04,43.67,93.48,26.28
15-Nov-04,43.53,94.07,26.76
16-Nov-04,43.62,93.06,26.5
17-Nov-04,44.11,93.62,26.55
18-Nov-04,44.38,93.27,26.45
19-Nov-04,43.77,92.63,26.25
22-Nov-04,43.73,93.28,26.04
23-Nov-04,44.11,93.44,25.92
24-Nov-04,44.68,93.62,26.03
26-Nov-04,45.04,92.9,25.99
29-Nov-04,44.24,93.66,26.16
30-Nov-04,44.43,92.42,26.2
1-Dec-04,44.97,94.03,26.63
2-Dec-04,44.52,93.92,26.47
3-Dec-04,44.13,95.21,26.61
6-Dec-04,43.96,95.79,26.71
7-Dec-04,44.08,94.25,26.45
8-Dec-04,43.99,94.79,26.74
9-Dec-04,44.39,95.63,26.61
10-Dec-04,44.47,94.81,26.46
13-Dec-04,45.61,94.59,26.63
14-Dec-04,45.48,95.44,26.61
15-Dec-04,46.05,95.45,26.49
16-Dec-04,46.01,95.57,26.54
17-Dec-04,45.74,94.35,26.34
20-Dec-04,45.79,94.69,26.33
21-Dec-04,46.72,95.15,26.45
22-Dec-04,47.15,95.73,26.35
23-Dec-04,47.23,95.84,26.39
27-Dec-04,46.64,95.62,26.24
28-Dec-04,47.79,96.41,26.33
29-Dec-04,47.79,96.29,26.29
30-Dec-04,47.34,96.41,26.15
31-Dec-04,47.33,96.68,26.11
3-Jan-05,46.14,95.87,26.13
4-Jan-05,45.63,94.84,26.23
5-Jan-05,44.76,94.64,26.17
6-Jan-05,45.42,94.35,26.14
7-Jan-05,45.32,93.93,26.06
10-Jan-05,44.9,93.84,26.19
11-Jan-05,44.28,93.17,26.12
12-Jan-05,44.83,93.38,26.17
13-Jan-05,45.07,92.63,25.67
14-Jan-05,45.47,92.29,25.52
18-Jan-05,45.11,93.07,25.72
19-Jan-05,44.61,91.31,25.39
20-Jan-05,43.91,91.21,25.27
21-Jan-05,43.5,90.6,25.06
24-Jan-05,42.96,90.02,25.08
25-Jan-05,44.12,90.41,25.43
26-Jan-05,44.42,90.18,25.42
27-Jan-05,42.18,90.21,25.51
28-Jan-05,42.63,91.1,25.58
31-Jan-05,43.43,91.62,25.68
1-Feb-05,43.93,92.05,25.79
2-Feb-05,44.36,92.48,25.86
3-Feb-05,44.75,91.74,25.58
4-Feb-05,44.8,92.69,25.72
7-Feb-05,44.54,92.71,25.56
8-Feb-05,44.59,92.49,25.64
9-Feb-05,44.18,91.09,25.48
10-Feb-05,44.88,91.15,25.47
11-Feb-05,45.23,91.68,25.38
14-Feb-05,44.95,91.94,25.42
15-Feb-05,44.6,92.69,25.42
16-Feb-05,45.11,92.97,25.28
17-Feb-05,44.76,92.12,25.14
18-Feb-05,44.28,91.65,24.98
22-Feb-05,43.61,90.71,24.73
23-Feb-05,44.1,90.5,24.7
24-Feb-05,45.41,91.03,24.87
25-Feb-05,46.22,91.19,24.75
28-Feb-05,46.33,90.97,24.66
1-Mar-05,47.47,91.68,24.78
2-Mar-05,47.37,91.3,24.76
3-Mar-05,47.65,90.8,24.67
4-Mar-05,48.73,90.76,24.67
7-Mar-05,48.21,90.01,24.97
8-Mar-05,48.26,90.53,24.9
9-Mar-05,47.19,90.74,24.81
10-Mar-05,47.9,90.8,24.93
11-Mar-05,48.26,89.92,24.59
14-Mar-05,47.06,90.3,24.61
15-Mar-05,47.16,89.79,24.42
16-Mar-05,46.93,89.07,24.14
17-Mar-05,47.2,88.3,24.05
18-Mar-05,46.99,87.73,23.83
21-Mar-05,46.89,87.95,23.72
22-Mar-05,46.17,87.94,23.51
23-Mar-05,45.65,88.95,23.7
24-Mar-05,45.62,89.12,23.8
28-Mar-05,45.93,89.46,23.72
29-Mar-05,43.77,89.02,23.45
30-Mar-05,44.59,89.1,23.68
31-Mar-05,44.57,89.79,23.69
1-Apr-05,43.95,88.87,23.64
4-Apr-05,43.97,88.75,23.75
5-Apr-05,44.05,88.01,23.99
6-Apr-05,44.55,87.45,24.18
7-Apr-05,44.64,86.9,24.6
8-Apr-05,44.21,86.08,24.45
11-Apr-05,43.96,84.7,24.48
12-Apr-05,44.55,84.26,24.82
13-Apr-05,43.19,83.1,24.54
14-Apr-05,41.63,82.19,24.35
15-Apr-05,40.68,75.37,23.98
18-Apr-05,40.74,75.32,24.16
19-Apr-05,41.41,74.17,24.14
20-Apr-05,42.92,70.76,23.84
21-Apr-05,43.91,72.74,24.78
22-Apr-05,43.98,72.92,24.49
25-Apr-05,44.63,73.31,24.5
26-Apr-05,43.52,74.12,24.27
27-Apr-05,43.12,75.71,24.5
28-Apr-05,42.46,74.59,23.97
29-Apr-05,43.12,75.05,24.8
2-May-05,43.29,75.18,24.73
3-May-05,42.89,75.14,24.86
4-May-05,43.79,75.74,24.71
5-May-05,44,74.19,24.73
6-May-05,44.16,74.15,24.72
9-May-05,44.21,73.87,24.61
10-May-05,43.91,72.22,24.41
11-May-05,44.52,72.2,24.42
12-May-05,43.53,71.55,24.5
13-May-05,43.59,72.08,24.8
16-May-05,44.26,73.24,25.06
17-May-05,45.04,73.19,25.03
18-May-05,45.8,75.23,25.27
19-May-05,45.79,76.02,25.49
20-May-05,45.86,75.28,25.31
23-May-05,46.06,75.38,25.42
24-May-05,45.95,74.69,25.32
25-May-05,45.29,74.88,25.28
26-May-05,46.25,76,25.47
27-May-05,46.19,75.96,25.63
31-May-05,46.09,74.43,25.37
1-Jun-05,46.76,75.7,25.38
2-Jun-05,46.61,76.21,25.36
3-Jun-05,46.02,74.67,25.01
6-Jun-05,46.11,73.89,24.95
7-Jun-05,46.3,73.93,25.08
8-Jun-05,47.3,73.69,24.98
9-Jun-05,47.73,73.82,25.08
10-Jun-05,47.52,73.66,25.01
13-Jun-05,47.79,73.94,24.89
14-Jun-05,48.27,73.78,24.94
15-Jun-05,48.28,75.17,24.84
16-Jun-05,48.15,75.91,24.62
17-Jun-05,49.07,75.26,24.62
20-Jun-05,49.37,75.42,24.69
21-Jun-05,50.05,75.28,24.73
22-Jun-05,49.25,76.09,24.65
23-Jun-05,48.23,74.3,24.89
24-Jun-05,47.44,72.92,24.62
27-Jun-05,47.47,72.79,24.63
28-Jun-05,47.9,74.19,24.65
29-Jun-05,47.33,73.63,24.67
30-Jun-05,46.68,73.1,24.43
1-Jul-05,46.98,73.57,24.3
5-Jul-05,47.1,73.68,24.56
6-Jul-05,46.67,74.69,24.29
7-Jul-05,47.68,76.24,24.24
8-Jul-05,48.34,78.13,24.67
11-Jul-05,48.96,77.79,24.87
12-Jul-05,48.47,78.86,25.18
13-Jul-05,48.9,80.25,25.23
14-Jul-05,49.95,81.2,25.54
15-Jul-05,49.63,81.16,25.36
18-Jul-05,49.78,80.6,25.12
19-Jul-05,52.31,82.46,25.72
20-Jul-05,52.35,83.35,25.75
21-Jul-05,51.47,83.15,26
22-Jul-05,51.58,83.19,25.25
25-Jul-05,51.03,82.96,25.26
26-Jul-05,51,82.88,25.11
27-Jul-05,51.95,82.63,25.29
28-Jul-05,53.58,82.56,25.32
29-Jul-05,53.05,82.23,25.18
1-Aug-05,53.16,82.2,25.49
2-Aug-05,53.59,82.08,26.36
3-Aug-05,53.53,82.82,26.79
4-Aug-05,53.16,81.89,26.86
5-Aug-05,52.76,82.13,27.3
8-Aug-05,52.83,82.33,26.68
9-Aug-05,53.48,82.46,26.89
10-Aug-05,54.13,81,26.5
11-Aug-05,54.62,81.63,26.81
12-Aug-05,53.93,81.17,26.6
15-Aug-05,54.38,81.48,26.76
16-Aug-05,52.84,80.29,26.37
17-Aug-05,52.61,80.29,26.58
18-Aug-05,52.31,80.14,26.45
19-Aug-05,53.95,81.73,26.35
22-Aug-05,53.94,81.57,26.54
23-Aug-05,53.82,81.01,26.5
24-Aug-05,52.36,80.31,26.44
25-Aug-05,52.55,80.09,26.66
26-Aug-05,52.64,79.38,26.6
29-Aug-05,52.85,80.33,26.78
30-Aug-05,52.93,79.54,26.81
31-Aug-05,54.61,79.62,27
1-Sep-05,56.04,78.55,26.83
2-Sep-05,57.32,78.47,26.65
6-Sep-05,57.58,80.01,26.63
7-Sep-05,58.13,79.97,26.48
8-Sep-05,57.4,79.8,26.24
9-Sep-05,57.92,80.43,26.21
12-Sep-05,58.35,80.47,26.24
13-Sep-05,58.46,79.75,26.12
14-Sep-05,57.37,79.48,25.95
15-Sep-05,56.82,79.02,25.91
16-Sep-05,56.8,79.33,25.71
19-Sep-05,56.06,78.44,25.64
20-Sep-05,55.91,77.72,25.48
21-Sep-05,56.2,76.6,25.14
22-Sep-05,57.08,77.24,24.99
23-Sep-05,57.98,77.03,24.92
26-Sep-05,57.41,76.45,24.92
27-Sep-05,57.79,77.02,24.99
28-Sep-05,56.64,78.51,25.32
29-Sep-05,57.07,79.36,25.58
30-Sep-05,57.82,79.22,25.38
3-Oct-05,58.07,79.45,25.15
4-Oct-05,56.86,79.12,24.64
5-Oct-05,55.33,78.83,24.33
6-Oct-05,54.31,78.71,24.39
7-Oct-05,55.72,79.5,24.25
10-Oct-05,54.69,80.24,24.12
11-Oct-05,54.68,82.16,24.07
12-Oct-05,53.89,81.17,23.97
13-Oct-05,53.14,81.18,24.25
14-Oct-05,53.87,81.33,24.33
17-Oct-05,54.16,81.56,24.19
18-Oct-05,53.1,82.44,24.23
19-Oct-05,54.55,83.13,24.74
20-Oct-05,53.41,82.14,24.45
21-Oct-05,48.36,82.3,24.44
24-Oct-05,49.74,82.43,24.75
25-Oct-05,49.72,82.33,24.69
26-Oct-05,49.97,81.86,24.76
27-Oct-05,49.33,81.29,24.51
28-Oct-05,50.49,80.41,25.18
31-Oct-05,51.99,80.86,25.35
1-Nov-05,52.12,80.58,25.6
2-Nov-05,53.08,80.05,26.1
3-Nov-05,52.87,81.84,26.08
4-Nov-05,52.94,81.97,26.29
7-Nov-05,53.63,82.57,26.64
8-Nov-05,53.63,82.31,26.68
9-Nov-05,53.48,82.01,26.59
10-Nov-05,54.06,83.15,26.72
11-Nov-05,54.24,83.7,26.9
14-Nov-05,54.8,83.51,26.99
15-Nov-05,55.26,84.67,27.2
16-Nov-05,56.08,85.67,27.44
17-Nov-05,56.81,86.02,27.67
18-Nov-05,56.63,86.89,27.76
21-Nov-05,57.05,86.41,27.85
22-Nov-05,58.09,87.11,27.61
23-Nov-05,57.35,87.91,27.62
25-Nov-05,57.29,87.91,27.46
28-Nov-05,56.79,88.21,27.45
29-Nov-05,56.45,88.2,27.38
30-Nov-05,57.12,88.01,27.38
1-Dec-05,58.33,88.31,27.59
2-Dec-05,58.14,87.76,27.7
5-Dec-05,57.66,87.54,27.55
6-Dec-05,58.13,88.24,27.39
7-Dec-05,57.12,87.83,27.45
8-Dec-05,56.68,86.62,27.39
9-Dec-05,57.43,86.1,27.41
12-Dec-05,57.37,85.1,27.15
13-Dec-05,58.3,82.87,26.83
14-Dec-05,58.08,82.29,26.79
15-Dec-05,58.04,82.69,26.63
16-Dec-05,58.96,82.53,26.61
19-Dec-05,56.18,81.93,26.54
20-Dec-05,56.09,81.65,26.57
21-Dec-05,56.43,82.28,26.44
22-Dec-05,57.78,82.38,26.3
23-Dec-05,57.84,82.64,26.35
27-Dec-05,57.23,82.16,26.17
28-Dec-05,57.18,82.21,26.1
29-Dec-05,57.48,81.57,25.98
30-Dec-05,57.11,81.37,25.87
3-Jan-06,57.14,81.24,26.55
4-Jan-06,58.59,81.13,26.68
5-Jan-06,58.59,81.67,26.7
6-Jan-06,59.76,84.1,26.62
9-Jan-06,60.85,82.89,26.57
10-Jan-06,60.6,83.23,26.71
11-Jan-06,60.63,83.32,26.99
12-Jan-06,61.5,82.73,26.84
13-Jan-06,61.62,82.33,26.89
17-Jan-06,62.24,82.17,26.7
18-Jan-06,61.41,82.96,26.54
19-Jan-06,62.04,82.26,26.73
20-Jan-06,60.32,80.54,26.12
23-Jan-06,60.58,80.59,26.06
24-Jan-06,60.89,80.04,25.99
25-Jan-06,61.61,80.1,26.11
26-Jan-06,64.68,79.91,26.21
27-Jan-06,67.02,80.21,27.49
30-Jan-06,66.51,80.81,27.7
31-Jan-06,67.39,80.48,27.84
1-Feb-06,68.72,81.12,27.73
2-Feb-06,67.88,80.41,27.38
3-Feb-06,67.62,79.17,27.24
6-Feb-06,68.19,78.71,26.87
7-Feb-06,66.66,79.05,26.65
8-Feb-06,68.29,80.19,26.62
9-Feb-06,67.94,79.79,26.37
10-Feb-06,68.24,80.72,26.4
13-Feb-06,68.11,79.83,26.1
14-Feb-06,69.69,80.48,26.36
15-Feb-06,71.06,80.24,26.68
16-Feb-06,71.42,80.3,26.61
17-Feb-06,71.51,80.1,26.5
21-Feb-06,72.05,79.89,26.34
22-Feb-06,72.51,80.73,26.52
23-Feb-06,71.81,79.59,26.46
